m,TagName,
"2012-10-01 00:00:00","ruby","2250"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","302"
"2012-11-01 00:00:00","c","3178"
"2012-11-01 00:00:00","c#","12189"
"2012-11-01 00:00:00","c++","6247"
"2012-11-01 00:00:00","delphi","441"
"2012-11-01 00:00:00","go","102"
"2012-11-01 00:00:00","java","13523"
"2012-11-01 00:00:00","javascript","12285"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11692"
"2012-11-01 00:00:00","python","6378"
"2012-11-01 00:00:00","r","1344"
"2012-11-01 00:00:00","ruby","2125"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","260"
"2012-12-01 00:00:00","c","2554"
"2012-12-01 00:00:00","c#","10896"
"2012-12-01 00:00:00","c++","5665"
"2012-12-01 00:00:00","delphi","426"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12345"
"2012-12-01 00:00:00","javascript","11693"
"2012-12-01 00:00:00","perl","550"
"2012-12-01 00:00:00","php","10973"
"2012-12-01 00:00:00","python","5730"
"2012-12-01 00:00:00","r","1209"
"2012-12-01 00:00:00","ruby","1901"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","291"
"2013-01-01 00:00:00","c","2892"
"2013-01-01 00:00:00","c#","12701"
"2013-01-01 00:00:00","c++","6008"
"2013-01-01 00:00:00","delphi","479"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13636"
"2013-01-01 00:00:00","javascript","13732"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12791"
"2013-01-01 00:00:00","python","6539"
"2013-01-01 00:00:00","r","1504"
"2013-01-01 00:00:00","ruby","2295"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3083"
"2013-02-01 00:00:00","c#","12438"
"2013-02-01 00:00:00","c++","6037"
"2013-02-01 00:00:00","delphi","444"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13610"
"2013-02-01 00:00:00","javascript","13568"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12437"
"2013-02-01 00:00:00","python","6705"
"2013-02-01 00:00:00","r","1655"
"2013-02-01 00:00:00","ruby","2208"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3413"
"2013-03-01 00:00:00","c#","14186"
"2013-03-01 00:00:00","c++","7150"
"2013-03-01 00:00:00","delphi","520"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15819"
"2013-03-01 00:00:00","javascript","15214"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","14001"
"2013-03-01 00:00:00","python","7583"
"2013-03-01 00:00:00","r","1839"
"2013-03-01 00:00:00","ruby","2549"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","329"
"2013-04-01 00:00:00","c","3513"
"2013-04-01 00:00:00","c#","13812"
"2013-04-01 00:00:00","c++","7080"
"2013-04-01 00:00:00","delphi","507"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16105"
"2013-04-01 00:00:00","javascript","15231"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13297"
"2013-04-01 00:00:00","python","7896"
"2013-04-01 00:00:00","r","1829"
"2013-04-01 00:00:00","ruby","2455"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","299"
"2013-05-01 00:00:00","c","3180"
"2013-05-01 00:00:00","c#","13366"
"2013-05-01 00:00:00","c++","6792"
"2013-05-01 00:00:00","delphi","526"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15141"
"2013-05-01 00:00:00","javascript","14960"
"2013-05-01 00:00:00","perl","900"
"2013-05-01 00:00:00","php","12983"
"2013-05-01 00:00:00","python","7772"
"2013-05-01 00:00:00","r","1774"
"2013-05-01 00:00:00","ruby","2332"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","291"
"2013-06-01 00:00:00","c","2921"
"2013-06-01 00:00:00","c#","12692"
"2013-06-01 00:00:00","c++","6167"
"2013-06-01 00:00:00","delphi","473"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13813"
"2013-06-01 00:00:00","javascript","14486"
"2013-06-01 00:00:00","perl","825"
"2013-06-01 00:00:00","php","12601"
"2013-06-01 00:00:00","python","7557"
"2013-06-01 00:00:00","r","1760"
"2013-06-01 00:00:00","ruby","2213"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","294"
"2013-07-01 00:00:00","c","2988"
"2013-07-01 00:00:00","c#","14060"
"2013-07-01 00:00:00","c++","6542"
"2013-07-01 00:00:00","delphi","502"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15040"
"2013-07-01 00:00:00","javascript","16697"
"2013-07-01 00:00:00","perl","950"
"2013-07-01 00:00:00","php","14178"
"2013-07-01 00:00:00","python","8565"
"2013-07-01 00:00:00","r","1953"
"2013-07-01 00:00:00","ruby","2428"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","2990"
"2013-08-01 00:00:00","c#","13746"
"2013-08-01 00:00:00","c++","6210"
"2013-08-01 00:00:00","delphi","446"
"2013-08-01 00:00:00","go","206"
"2013-08-01 00:00:00","java","14919"
"2013-08-01 00:00:00","javascript","16717"
"2013-08-01 00:00:00","perl","831"
"2013-08-01 00:00:00","php","14179"
"2013-08-01 00:00:00","python","7904"
"2013-08-01 00:00:00","r","1909"
"2013-08-01 00:00:00","ruby","2473"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","288"
"2013-09-01 00:00:00","c","3365"
"2013-09-01 00:00:00","c#","13647"
"2013-09-01 00:00:00","c++","6488"
"2013-09-01 00:00:00","delphi","485"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16114"
"2013-09-01 00:00:00","javascript","17565"
"2013-09-01 00:00:00","perl","683"
"2013-09-01 00:00:00","php","14095"
"2013-09-01 00:00:00","python","7915"
"2013-09-01 00:00:00","r","1702"
"2013-09-01 00:00:00","ruby","2378"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","375"
"2013-10-01 00:00:00","c","4213"
"2013-10-01 00:00:00","c#","15086"
"2013-10-01 00:00:00","c++","7910"
"2013-10-01 00:00:00","delphi","518"
"2013-10-01 00:00:00","go","210"
"2013-10-01 00:00:00","java","18556"
"2013-10-01 00:00:00","javascript","19577"
"2013-10-01 00:00:00","perl","813"
"2013-10-01 00:00:00","php","15160"
"2013-10-01 00:00:00","python","9433"
"2013-10-01 00:00:00","r","2077"
"2013-10-01 00:00:00","ruby","2781"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","415"
"2013-11-01 00:00:00","c","4249"
"2013-11-01 00:00:00","c#","14478"
"2013-11-01 00:00:00","c++","8061"
"2013-11-01 00:00:00","delphi","456"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18566"
"2013-11-01 00:00:00","javascript","18342"
"2013-11-01 00:00:00","perl","820"
"2013-11-01 00:00:00","php","14687"
"2013-11-01 00:00:00","python","9439"
"2013-11-01 00:00:00","r","2172"
"2013-11-01 00:00:00","ruby","2567"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","353"
"2013-12-01 00:00:00","c","3480"
"2013-12-01 00:00:00","c#","13522"
"2013-12-01 00:00:00","c++","6959"
"2013-12-01 00:00:00","delphi","447"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17293"
"2013-12-01 00:00:00","javascript","17897"
"2013-12-01 00:00:00","perl","761"
"2013-12-01 00:00:00","php","14242"
"2013-12-01 00:00:00","python","8394"
"2013-12-01 00:00:00","r","1901"
"2013-12-01 00:00:00","ruby","2428"
"2013-12-01 00:00:00","swift","10"
"2014-01-01 00:00:00","assembly","337"
"2014-01-01 00:00:00","c","3707"
"2014-01-01 00:00:00","c#","15220"
"2014-01-01 00:00:00","c++","7630"
"2014-01-01 00:00:00","delphi","485"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18524"
"2014-01-01 00:00:00","javascript","20961"
"2014-01-01 00:00:00","perl","806"
"2014-01-01 00:00:00","php","16602"
"2014-01-01 00:00:00","python","9792"
"2014-01-01 00:00:00","r","2332"
"2014-01-01 00:00:00","ruby","2747"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","373"
"2014-02-01 00:00:00","c","3950"
"2014-02-01 00:00:00","c#","15022"
"2014-02-01 00:00:00","c++","7611"
"2014-02-01 00:00:00","delphi","490"
"2014-02-01 00:00:00","go","203"
"2014-02-01 00:00:00","java","19062"
"2014-02-01 00:00:00","javascript","20992"
"2014-02-01 00:00:00","perl","787"
"2014-02-01 00:00:00","php","16322"
"2014-02-01 00:00:00","python","9842"
"2014-02-01 00:00:00","r","2610"
"2014-02-01 00:00:00","ruby","2590"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","447"
"2014-03-01 00:00:00","c","4528"
"2014-03-01 00:00:00","c#","16046"
"2014-03-01 00:00:00","c++","8610"
"2014-03-01 00:00:00","delphi","439"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21751"
"2014-03-01 00:00:00","javascript","22486"
"2014-03-01 00:00:00","perl","906"
"2014-03-01 00:00:00","php","18113"
"2014-03-01 00:00:00","python","11355"
"2014-03-01 00:00:00","r","2787"
"2014-03-01 00:00:00","ruby","2936"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","358"
"2014-04-01 00:00:00","c","3972"
"2014-04-01 00:00:00","c#","15183"
"2014-04-01 00:00:00","c++","8070"
"2014-04-01 00:00:00","delphi","385"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20657"
"2014-04-01 00:00:00","javascript","21262"
"2014-04-01 00:00:00","perl","820"
"2014-04-01 00:00:00","php","17437"
"2014-04-01 00:00:00","python","10675"
"2014-04-01 00:00:00","r","2714"
"2014-04-01 00:00:00","ruby","2738"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","327"
"2014-05-01 00:00:00","c","3234"
"2014-05-01 00:00:00","c#","13788"
"2014-05-01 00:00:00","c++","6721"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17777"
"2014-05-01 00:00:00","javascript","19601"
"2014-05-01 00:00:00","perl","793"
"2014-05-01 00:00:00","php","14578"
"2014-05-01 00:00:00","python","9178"
"2014-05-01 00:00:00","r","2572"
"2014-05-01 00:00:00","ruby","2667"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","264"
"2014-06-01 00:00:00","c","2750"
"2014-06-01 00:00:00","c#","12377"
"2014-06-01 00:00:00","c++","5612"
"2014-06-01 00:00:00","delphi","414"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15759"
"2014-06-01 00:00:00","javascript","18145"
"2014-06-01 00:00:00","perl","676"
"2014-06-01 00:00:00","php","12842"
"2014-06-01 00:00:00","python","8858"
"2014-06-01 00:00:00","r","2385"
"2014-06-01 00:00:00","ruby","2322"
"2014-06-01 00:00:00","swift","2381"
"2014-07-01 00:00:00","assembly","213"
"2014-07-01 00:00:00","c","2808"
"2014-07-01 00:00:00","c#","13556"
"2014-07-01 00:00:00","c++","6225"
"2014-07-01 00:00:00","delphi","441"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17223"
"2014-07-01 00:00:00","javascript","19962"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14135"
"2014-07-01 00:00:00","python","9856"
"2014-07-01 00:00:00","r","2616"
"2014-07-01 00:00:00","ruby","2547"
"2014-07-01 00:00:00","swift","1630"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2666"
"2014-08-01 00:00:00","c#","12404"
"2014-08-01 00:00:00","c++","5838"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15606"
"2014-08-01 00:00:00","javascript","18305"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13082"
"2014-08-01 00:00:00","python","9067"
"2014-08-01 00:00:00","r","2455"
"2014-08-01 00:00:00","ruby","2454"
"2014-08-01 00:00:00","swift","1685"
"2014-09-01 00:00:00","assembly","274"
"2014-09-01 00:00:00","c","3210"
"2014-09-01 00:00:00","c#","12244"
"2014-09-01 00:00:00","c++","6140"
"2014-09-01 00:00:00","delphi","443"
"2014-09-01 00:00:00","go","389"
"2014-09-01 00:00:00","java","16529"
"2014-09-01 00:00:00","javascript","17989"
"2014-09-01 00:00:00","perl","678"
"2014-09-01 00:00:00","php","13213"
"2014-09-01 00:00:00","python","8718"
"2014-09-01 00:00:00","r","2353"
"2014-09-01 00:00:00","ruby","2260"
"2014-09-01 00:00:00","swift","1890"
"2014-10-01 00:00:00","assembly","386"
"2014-10-01 00:00:00","c","3777"
"2014-10-01 00:00:00","c#","12461"
"2014-10-01 00:00:00","c++","6781"
"2014-10-01 00:00:00","delphi","407"
"2014-10-01 00:00:00","go","379"
"2014-10-01 00:00:00","java","17738"
"2014-10-01 00:00:00","javascript","18788"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13427"
"2014-10-01 00:00:00","python","9534"
"2014-10-01 00:00:00","r","2757"
"2014-10-01 00:00:00","ruby","2336"
"2014-10-01 00:00:00","swift","2452"
"2014-11-01 00:00:00","assembly","379"
"2014-11-01 00:00:00","c","3637"
"2014-11-01 00:00:00","c#","11780"
"2014-11-01 00:00:00","c++","6511"
"2014-11-01 00:00:00","delphi","423"
"2014-11-01 00:00:00","go","335"
"2014-11-01 00:00:00","java","17685"
"2014-11-01 00:00:00","javascript","17861"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12900"
"2014-11-01 00:00:00","python","9516"
"2014-11-01 00:00:00","r","2693"
"2014-11-01 00:00:00","ruby","2105"
"2014-11-01 00:00:00","swift","2542"
"2014-12-01 00:00:00","assembly","322"
"2014-12-01 00:00:00","c","3138"
"2014-12-01 00:00:00","c#","11006"
"2014-12-01 00:00:00","c++","6033"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16232"
"2014-12-01 00:00:00","javascript","16873"
"2014-12-01 00:00:00","perl","564"
"2014-12-01 00:00:00","php","12199"
"2014-12-01 00:00:00","python","8997"
"2014-12-01 00:00:00","r","2348"
"2014-12-01 00:00:00","ruby","2139"
"2014-12-01 00:00:00","swift","2473"
"2015-01-01 00:00:00","assembly","332"
"2015-01-01 00:00:00","c","3201"
"2015-01-01 00:00:00","c#","11693"
"2015-01-01 00:00:00","c++","6100"
"2015-01-01 00:00:00","delphi","376"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16448"
"2015-01-01 00:00:00","javascript","18428"
"2015-01-01 00:00:00","perl","588"
"2015-01-01 00:00:00","php","13488"
"2015-01-01 00:00:00","python","9644"
"2015-01-01 00:00:00","r","2670"
"2015-01-01 00:00:00","ruby","2417"
"2015-01-01 00:00:00","swift","3040"
"2015-02-01 00:00:00","assembly","356"
"2015-02-01 00:00:00","c","3354"
"2015-02-01 00:00:00","c#","11746"
"2015-02-01 00:00:00","c++","6445"
"2015-02-01 00:00:00","delphi","412"
"2015-02-01 00:00:00","go","380"
"2015-02-01 00:00:00","java","16669"
"2015-02-01 00:00:00","javascript","18563"
"2015-02-01 00:00:00","perl","563"
"2015-02-01 00:00:00","php","13421"
"2015-02-01 00:00:00","python","10163"
"2015-02-01 00:00:00","r","2954"
"2015-02-01 00:00:00","ruby","2254"
"2015-02-01 00:00:00","swift","3227"
"2015-03-01 00:00:00","assembly","381"
"2015-03-01 00:00:00","c","3905"
"2015-03-01 00:00:00","c#","13216"
"2015-03-01 00:00:00","c++","7362"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19658"
"2015-03-01 00:00:00","javascript","20426"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","php","14817"
"2015-03-01 00:00:00","python","11541"
"2015-03-01 00:00:00","r","3552"
"2015-03-01 00:00:00","ruby","2452"
"2015-03-01 00:00:00","swift","3581"
"2015-04-01 00:00:00","assembly","434"
"2015-04-01 00:00:00","c","3941"
"2015-04-01 00:00:00","c#","13038"
"2015-04-01 00:00:00","c++","7113"
"2015-04-01 00:00:00","delphi","387"
"2015-04-01 00:00:00","go","387"
"2015-04-01 00:00:00","java","19709"
"2015-04-01 00:00:00","javascript","20822"
"2015-04-01 00:00:00","perl","574"
"2015-04-01 00:00:00","php","14870"
"2015-04-01 00:00:00","python","11382"
"2015-04-01 00:00:00","r","3313"
"2015-04-01 00:00:00","ruby","2498"
"2015-04-01 00:00:00","swift","4001"
"2015-05-01 00:00:00","assembly","366"
"2015-05-01 00:00:00","c","3512"
"2015-05-01 00:00:00","c#","13309"
"2015-05-01 00:00:00","c++","6787"
"2015-05-01 00:00:00","delphi","399"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18454"
"2015-05-01 00:00:00","javascript","22045"
"2015-05-01 00:00:00","perl","527"
"2015-05-01 00:00:00","php","14480"
"2015-05-01 00:00:00","python","11176"
"2015-05-01 00:00:00","r","3411"
"2015-05-01 00:00:00","ruby","2498"
"2015-05-01 00:00:00","swift","3782"
"2015-06-01 00:00:00","assembly","265"
"2015-06-01 00:00:00","c","3155"
"2015-06-01 00:00:00","c#","13483"
"2015-06-01 00:00:00","c++","6496"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17762"
"2015-06-01 00:00:00","javascript","22517"
"2015-06-01 00:00:00","perl","569"
"2015-06-01 00:00:00","php","14277"
"2015-06-01 00:00:00","python","11750"
"2015-06-01 00:00:00","r","3416"
"2015-06-01 00:00:00","ruby","2570"
"2015-06-01 00:00:00","swift","4312"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2803"
"2015-07-01 00:00:00","c#","14068"
"2015-07-01 00:00:00","c++","6687"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","465"
"2015-07-01 00:00:00","java","18610"
"2015-07-01 00:00:00","javascript","23861"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15284"
"2015-07-01 00:00:00","python","12276"
"2015-07-01 00:00:00","r","3978"
"2015-07-01 00:00:00","ruby","2578"
"2015-07-01 00:00:00","swift","5132"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2568"
"2015-08-01 00:00:00","c#","13195"
"2015-08-01 00:00:00","c++","5858"
"2015-08-01 00:00:00","delphi","385"
"2015-08-01 00:00:00","go","446"
"2015-08-01 00:00:00","java","17029"
"2015-08-01 00:00:00","javascript","22084"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14174"
"2015-08-01 00:00:00","python","11193"
"2015-08-01 00:00:00","r","3492"
"2015-08-01 00:00:00","ruby","2309"
"2015-08-01 00:00:00","swift","5070"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3079"
"2015-09-01 00:00:00","c#","12896"
"2015-09-01 00:00:00","c++","5900"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","419"
"2015-09-01 00:00:00","java","16884"
"2015-09-01 00:00:00","javascript","21324"
"2015-09-01 00:00:00","perl","464"
"2015-09-01 00:00:00","php","13450"
"2015-09-01 00:00:00","python","10935"
"2015-09-01 00:00:00","r","3321"
"2015-09-01 00:00:00","ruby","2153"
"2015-09-01 00:00:00","swift","4534"
"2015-10-01 00:00:00","assembly","428"
"2015-10-01 00:00:00","c","3667"
"2015-10-01 00:00:00","c#","12762"
"2015-10-01 00:00:00","c++","7029"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","425"
"2015-10-01 00:00:00","java","18473"
"2015-10-01 00:00:00","javascript","21734"
"2015-10-01 00:00:00","perl","495"
"2015-10-01 00:00:00","php","13831"
"2015-10-01 00:00:00","python","12450"
"2015-10-01 00:00:00","r","3669"
"2015-10-01 00:00:00","ruby","2186"
"2015-10-01 00:00:00","swift","4285"
"2015-11-01 00:00:00","assembly","401"
"2015-11-01 00:00:00","c","3600"
"2015-11-01 00:00:00","c#","12338"
"2015-11-01 00:00:00","c++","7073"
"2015-11-01 00:00:00","delphi","388"
"2015-11-01 00:00:00","go","432"
"2015-11-01 00:00:00","java","17700"
"2015-11-01 00:00:00","javascript","21178"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13228"
"2015-11-01 00:00:00","python","12251"
"2015-11-01 00:00:00","r","3531"
"2015-11-01 00:00:00","ruby","1953"
"2015-11-01 00:00:00","swift","4307"
"2015-12-01 00:00:00","assembly","351"
"2015-12-01 00:00:00","c","3083"
"2015-12-01 00:00:00","c#","12103"
"2015-12-01 00:00:00","c++","6542"
"2015-12-01 00:00:00","delphi","315"
"2015-12-01 00:00:00","go","418"
"2015-12-01 00:00:00","java","16480"
"2015-12-01 00:00:00","javascript","20999"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13644"
"2015-12-01 00:00:00","python","11613"
"2015-12-01 00:00:00","r","3176"
"2015-12-01 00:00:00","ruby","2026"
"2015-12-01 00:00:00","swift","4361"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3033"
"2016-01-01 00:00:00","c#","12326"
"2016-01-01 00:00:00","c++","6086"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16559"
"2016-01-01 00:00:00","javascript","22429"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14464"
"2016-01-01 00:00:00","python","12311"
"2016-01-01 00:00:00","r","3525"
"2016-01-01 00:00:00","ruby","2140"
"2016-01-01 00:00:00","swift","4767"
"2016-02-01 00:00:00","assembly","346"
"2016-02-01 00:00:00","c","3267"
"2016-02-01 00:00:00","c#","12694"
"2016-02-01 00:00:00","c++","6536"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","540"
"2016-02-01 00:00:00","java","17772"
"2016-02-01 00:00:00","javascript","22375"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14817"
"2016-02-01 00:00:00","python","13214"
"2016-02-01 00:00:00","r","3576"
"2016-02-01 00:00:00","ruby","2246"
"2016-02-01 00:00:00","swift","4736"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3430"
"2016-03-01 00:00:00","c#","13554"
"2016-03-01 00:00:00","c++","6994"
"2016-03-01 00:00:00","delphi","338"
"2016-03-01 00:00:00","go","592"
"2016-03-01 00:00:00","java","19792"
"2016-03-01 00:00:00","javascript","23978"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15016"
"2016-03-01 00:00:00","python","14022"
"2016-03-01 00:00:00","r","4036"
"2016-03-01 00:00:00","ruby","2255"
"2016-03-01 00:00:00","swift","5055"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c","3347"
"2016-04-01 00:00:00","c#","13660"
"2016-04-01 00:00:00","c++","6872"
"2016-04-01 00:00:00","delphi","326"
"2016-04-01 00:00:00","go","601"
"2016-04-01 00:00:00","java","19397"
"2016-04-01 00:00:00","javascript","23346"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14356"
"2016-04-01 00:00:00","python","13587"
"2016-04-01 00:00:00","r","4116"
"2016-04-01 00:00:00","ruby","2211"
"2016-04-01 00:00:00","swift","4734"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2714"
"2016-05-01 00:00:00","c#","13452"
"2016-05-01 00:00:00","c++","6111"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","577"
"2016-05-01 00:00:00","java","16935"
"2016-05-01 00:00:00","javascript","22888"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14337"
"2016-05-01 00:00:00","python","13065"
"2016-05-01 00:00:00","r","3788"
"2016-05-01 00:00:00","ruby","2127"
"2016-05-01 00:00:00","swift","4396"
"2016-06-01 00:00:00","assembly","289"
"2016-06-01 00:00:00","c","2292"
"2016-06-01 00:00:00","c#","13015"
"2016-06-01 00:00:00","c++","5693"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","546"
"2016-06-01 00:00:00","java","15863"
"2016-06-01 00:00:00","javascript","22058"
"2016-06-01 00:00:00","perl","434"
"2016-06-01 00:00:00","php","13542"
"2016-06-01 00:00:00","python","12866"
"2016-06-01 00:00:00","r","3852"
"2016-06-01 00:00:00","ruby","2100"
"2016-06-01 00:00:00","swift","4779"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2342"
"2016-07-01 00:00:00","c#","11941"
"2016-07-01 00:00:00","c++","5446"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14879"
"2016-07-01 00:00:00","javascript","22091"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","php","12830"
"2016-07-01 00:00:00","python","12774"
"2016-07-01 00:00:00","r","3740"
"2016-07-01 00:00:00","ruby","1895"
"2016-07-01 00:00:00","swift","4913"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2201"
"2016-08-01 00:00:00","c#","12680"
"2016-08-01 00:00:00","c++","5003"
"2016-08-01 00:00:00","delphi","337"
"2016-08-01 00:00:00","go","567"
"2016-08-01 00:00:00","java","15131"
"2016-08-01 00:00:00","javascript","22570"
"2016-08-01 00:00:00","perl","460"
"2016-08-01 00:00:00","php","12822"
"2016-08-01 00:00:00","python","12873"
"2016-08-01 00:00:00","r","3778"
"2016-08-01 00:00:00","ruby","1872"
"2016-08-01 00:00:00","swift","4886"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c","2499"
"2016-09-01 00:00:00","c#","11061"
"2016-09-01 00:00:00","c++","5121"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14589"
"2016-09-01 00:00:00","javascript","20342"
"2016-09-01 00:00:00","perl","461"
"2016-09-01 00:00:00","php","12043"
"2016-09-01 00:00:00","python","12295"
"2016-09-01 00:00:00","r","3299"
"2016-09-01 00:00:00","ruby","1919"
"2016-09-01 00:00:00","swift","4838"
"2016-10-01 00:00:00","assembly","396"
"2016-10-01 00:00:00","c","3197"
"2016-10-01 00:00:00","c#","11422"
"2016-10-01 00:00:00","c++","5951"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","529"
"2016-10-01 00:00:00","java","15251"
"2016-10-01 00:00:00","javascript","20352"
"2016-10-01 00:00:00","perl","400"
"2016-10-01 00:00:00","php","12160"
"2016-10-01 00:00:00","python","13461"
"2016-10-01 00:00:00","r","3770"
"2016-10-01 00:00:00","ruby","1816"
"2016-10-01 00:00:00","swift","4720"
"2016-11-01 00:00:00","assembly","411"
"2016-11-01 00:00:00","c","3253"
"2016-11-01 00:00:00","c#","11615"
"2016-11-01 00:00:00","c++","6048"
"2016-11-01 00:00:00","delphi","275"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","java","15589"
